register_id,name,created,addresses_road_id,addresses_road_name,addresses_neighborhood_id,addresses_neighborhood_name,addresses_district_id,addresses_district_name,addresses_zip_code,addresses_town,secondary_filters_id,secondary_filters_name,secondary_filters_fullpath,secondary_filters_tree,secondary_filters_asia_id,geo_epgs_25831_x,geo_epgs_25831_y,geo_epgs_4326_lat,geo_epgs_4326_lon
﻿99400721845,Jardins de Torre Girona,2023-10-17T12:26:08.793562+02:00,169023,Carrer De Jordi Girona,21,Pedralbes,4,Les Corts,8034,Barcelona,55737068,Parcs i jardins,Planol BCN >> Cultura i lleure >> Parcs i jardins >> Parcs i jardins,651,65103002006000,426135.622,4582307.684,41.38890928588288,2.116514709515715
﻿99400172715,Jardins Andreu Nin,2006-11-28T12:33:41+01:00,256401,C Pintor Alsamora,45,Porta,8,Nou Barris,8016,Barcelona,55737068,Parcs i jardins,Planol BCN >> Cultura i lleure >> Parcs i jardins >> Parcs i jardins,651,65103002006000,431553.28120956954,4587294.434282408,41.434302563565325,2.1807441254908606
﻿99400141582,Jardins Áurea Cuadrado,2005-09-12T14:47:17+02:00,700907,C General Batet,20,La Maternitat I Sant Ramon,4,Les Corts,8028,Barcelona,55737068,Parcs i jardins,Planol BCN >> Cultura i lleure >> Parcs i jardins >> Parcs i jardins,651,65103002006000,425476.1415456459,4581161.163806755,41.37852227053537,2.108768648660978
﻿99400201005,Parc del Centre del Poblenou,2008-02-26T14:55:46+01:00,144601,Av Diagonal,71,Provençals Del Poblenou,10,Sant Martí,8018,Barcelona,55737068,Parcs i jardins,Planol BCN >> Cultura i lleure >> Parcs i jardins >> Parcs i jardins,651,65103002006000,433113.5806764498,4584225.555507102,41.40679356695045,2.1997573736435094
﻿92128095632,Jardins,1992-05-07T00:00:00+02:00,352507,Pg Vall D'Hebron,40,Montbau,7,Horta-Guinardó,8007,Barcelona,55737068,Parcs i jardins,Planol BCN >> Cultura i lleure >> Parcs i jardins >> Parcs i jardins,651,65103002006000,428228.7794283955,4587507.247520395,41.43592904989888,2.1409312542675263
﻿96113133107,Jardins la Sedeta,1996-04-22T00:00:00+02:00,325005,Sicília,32,El Camp D'En Grassot I Gràcia Nova,6,Gràcia,8025,Barcelona,55737068,Parcs i jardins,Planol BCN >> Cultura i lleure >> Parcs i jardins >> Parcs i jardins,651,65103002006000,430431.78075060085,4584115.699037433,41.405576512012246,2.167687591797475
﻿335195642,Jardins Interior d'Illa d'Emma de Barcelona,2000-11-30T00:00:00+01:00,87009,Carrer Del Comte Borrell,9,La Nova Esquerra De L'Eixample,2,Eixample,8015,Barcelona,55737069,Interiors d'illa,Planol BCN >> Cultura i lleure >> Parcs i jardins >> Interiors d'illa,651,65103002006001,429390.327400016,4581578.87757009,41.38263747374256,2.15552474177204
﻿99400093976,Placeta Joan Brossa,2004-08-06T14:20:07+02:00,289105,Carrer Del Rosselló,8,L'Antiga Esquerra De L'Eixample,2,Eixample,8036,Barcelona,55737069,Interiors d'illa,Planol BCN >> Cultura i lleure >> Parcs i jardins >> Interiors d'illa,651,65103002006001,429355.8525067207,4582666.974945373,41.39243455892933,2.154985585974796
﻿1080145330,Jardí de Joan Llarch,2001-03-21T00:00:00+01:00,207701,C Mendel,23,Sarrià,5,Sarrià-Sant Gervasi,8034,Barcelona,55737068,Parcs i jardins,Planol BCN >> Cultura i lleure >> Parcs i jardins >> Parcs i jardins,651,65103002006000,426431.5997952618,4583267.027468101,41.397576792774,2.1199379356081067
﻿1183122853,Jardins Interior d'Illa de Safo,2001-07-02T00:00:00+02:00,287201,Avinguda De Roma,9,La Nova Esquerra De L'Eixample,2,Eixample,8015,Barcelona,55737069,Interiors d'illa,Planol BCN >> Cultura i lleure >> Parcs i jardins >> Interiors d'illa,651,65103002006001,428494.819,4581401.506,41.3809608611564,2.144836737011663
