codi_districte,nom_districte,codi_barri,nom_barri,import_euros
7,Horta-Guinardó,37,El Carmel,14596.81
7,Horta-Guinardó,37,El Carmel,14524.79
7,Horta-Guinardó,37,El Carmel,14017.57
7,Horta-Guinardó,37,El Carmel,14806.9
7,Horta-Guinardó,37,El Carmel,14646.36
7,Horta-Guinardó,37,El Carmel,17825.94
7,Horta-Guinardó,37,El Carmel,16916.85
7,Horta-Guinardó,37,El Carmel,15143.38
7,Horta-Guinardó,37,El Carmel,16152.93
7,Horta-Guinardó,37,El Carmel,15148.57
7,Horta-Guinardó,37,El Carmel,15441.38
7,Horta-Guinardó,37,El Carmel,15672.24
7,Horta-Guinardó,37,El Carmel,15079.35
7,Horta-Guinardó,37,El Carmel,15478.31
7,Horta-Guinardó,37,El Carmel,16704.32
7,Horta-Guinardó,38,La Teixonera,17907.1
7,Horta-Guinardó,38,La Teixonera,16535.05
7,Horta-Guinardó,38,La Teixonera,16306.97
7,Horta-Guinardó,38,La Teixonera,16796.52
7,Horta-Guinardó,38,La Teixonera,17092.53
7,Horta-Guinardó,38,La Teixonera,16398.63
7,Horta-Guinardó,38,La Teixonera,17408.04
7,Horta-Guinardó,38,La Teixonera,17153.31
7,Horta-Guinardó,39,Sant Genís Dels Agudells,20673.04
7,Horta-Guinardó,39,Sant Genís Dels Agudells,17878.42
7,Horta-Guinardó,39,Sant Genís Dels Agudells,17809.23
7,Horta-Guinardó,39,Sant Genís Dels Agudells,14811.7
7,Horta-Guinardó,39,Sant Genís Dels Agudells,17875.34
7,Horta-Guinardó,40,Montbau,19446.56
7,Horta-Guinardó,40,Montbau,19904.23
7,Horta-Guinardó,40,Montbau,18461.14
7,Horta-Guinardó,40,Montbau,21685.66
7,Horta-Guinardó,41,La Vall D'Hebron,23968.35
7,Horta-Guinardó,41,La Vall D'Hebron,23843.66
7,Horta-Guinardó,41,La Vall D'Hebron,20777.24
7,Horta-Guinardó,41,La Vall D'Hebron,20550.96
7,Horta-Guinardó,42,La Clota,20121.82
7,Horta-Guinardó,43,Horta,18281.3
7,Horta-Guinardó,43,Horta,17564.91
7,Horta-Guinardó,43,Horta,21751.81
7,Horta-Guinardó,43,Horta,20194.28
7,Horta-Guinardó,43,Horta,23410.79
7,Horta-Guinardó,43,Horta,20540.66
7,Horta-Guinardó,43,Horta,17308.09
7,Horta-Guinardó,43,Horta,21309.16
7,Horta-Guinardó,43,Horta,23633.99
7,Horta-Guinardó,43,Horta,21337.09
7,Horta-Guinardó,43,Horta,19306.8
7,Horta-Guinardó,43,Horta,22932.28
7,Horta-Guinardó,43,Horta,24491.37
7,Horta-Guinardó,43,Horta,20831.74
7,Horta-Guinardó,43,Horta,21335.74
7,Horta-Guinardó,43,Horta,20651.98
7,Horta-Guinardó,43,Horta,17979.94
7,Horta-Guinardó,43,Horta,18545.6
7,Horta-Guinardó,43,Horta,17319.99
7,Horta-Guinardó,43,Horta,19229.73
7,Horta-Guinardó,43,Horta,21685.83
8,Nou Barris,44,Vilapicina I La Torre Llobeta,19212.49
8,Nou Barris,44,Vilapicina I La Torre Llobeta,21167.21
8,Nou Barris,44,Vilapicina I La Torre Llobeta,18973.92
8,Nou Barris,44,Vilapicina I La Torre Llobeta,17516.21
8,Nou Barris,44,Vilapicina I La Torre Llobeta,19880.46
8,Nou Barris,44,Vilapicina I La Torre Llobeta,19260.46
8,Nou Barris,44,Vilapicina I La Torre Llobeta,20398.74
8,Nou Barris,44,Vilapicina I La Torre Llobeta,19813.56
8,Nou Barris,44,Vilapicina I La Torre Llobeta,18499.21
8,Nou Barris,44,Vilapicina I La Torre Llobeta,21813.02
8,Nou Barris,44,Vilapicina I La Torre Llobeta,21337.98
8,Nou Barris,44,Vilapicina I La Torre Llobeta,20038.93
8,Nou Barris,44,Vilapicina I La Torre Llobeta,18686.72
8,Nou Barris,44,Vilapicina I La Torre Llobeta,19041.99
8,Nou Barris,44,Vilapicina I La Torre Llobeta,17189.52
8,Nou Barris,44,Vilapicina I La Torre Llobeta,18191.29
8,Nou Barris,44,Vilapicina I La Torre Llobeta,20718.95
8,Nou Barris,44,Vilapicina I La Torre Llobeta,19529.54
8,Nou Barris,44,Vilapicina I La Torre Llobeta,17524.95
8,Nou Barris,45,Porta,18475.89
8,Nou Barris,45,Porta,19227.63
8,Nou Barris,45,Porta,18853.13
8,Nou Barris,45,Porta,17243.78
8,Nou Barris,45,Porta,18281.29
8,Nou Barris,45,Porta,16526.06
8,Nou Barris,45,Porta,18952.12
8,Nou Barris,45,Porta,20291.21
8,Nou Barris,45,Porta,17317.97
8,Nou Barris,45,Porta,15483.77
8,Nou Barris,45,Porta,17010.67
8,Nou Barris,45,Porta,18125.41
8,Nou Barris,45,Porta,17925.71
8,Nou Barris,45,Porta,12367.8
8,Nou Barris,45,Porta,14419.95
8,Nou Barris,45,Porta,17761.46
8,Nou Barris,45,Porta,14326.19
8,Nou Barris,45,Porta,16448.78
8,Nou Barris,46,El Turó De La Peira,15085.15
8,Nou Barris,46,El Turó De La Peira,16073.83
8,Nou Barris,46,El Turó De La Peira,13761.44
8,Nou Barris,46,El Turó De La Peira,11295.89
8,Nou Barris,46,El Turó De La Peira,18553.65
8,Nou Barris,46,El Turó De La Peira,16614.0
8,Nou Barris,46,El Turó De La Peira,13892.25
8,Nou Barris,46,El Turó De La Peira,13869.35
8,Nou Barris,46,El Turó De La Peira,15162.26
8,Nou Barris,46,El Turó De La Peira,12544.13
8,Nou Barris,47,Can Peguera,11586.28
8,Nou Barris,47,Can Peguera,15069.39
8,Nou Barris,48,La Guineueta,20920.95
8,Nou Barris,48,La Guineueta,20718.03
8,Nou Barris,48,La Guineueta,18456.32
8,Nou Barris,48,La Guineueta,20177.02
8,Nou Barris,48,La Guineueta,19184.47
8,Nou Barris,48,La Guineueta,23370.53
8,Nou Barris,48,La Guineueta,17197.48
8,Nou Barris,48,La Guineueta,17591.41
8,Nou Barris,48,La Guineueta,16550.41
8,Nou Barris,48,La Guineueta,18306.81
8,Nou Barris,49,Canyelles,19001.32
8,Nou Barris,49,Canyelles,17114.15
8,Nou Barris,49,Canyelles,18609.31
8,Nou Barris,49,Canyelles,21344.17
8,Nou Barris,49,Canyelles,16349.66
8,Nou Barris,50,Les Roquetes,12659.37
8,Nou Barris,50,Les Roquetes,11778.74
8,Nou Barris,50,Les Roquetes,14447.71
8,Nou Barris,50,Les Roquetes,12695.08
8,Nou Barris,50,Les Roquetes,13207.88
8,Nou Barris,50,Les Roquetes,12847.66
8,Nou Barris,50,Les Roquetes,13838.0
8,Nou Barris,50,Les Roquetes,15376.19
8,Nou Barris,50,Les Roquetes,12748.75
8,Nou Barris,50,Les Roquetes,12822.62
8,Nou Barris,51,Verdun,15363.88
8,Nou Barris,51,Verdun,15599.19
8,Nou Barris,51,Verdun,12840.37
8,Nou Barris,51,Verdun,13811.17
8,Nou Barris,51,Verdun,13391.42
8,Nou Barris,51,Verdun,14641.82
8,Nou Barris,51,Verdun,13092.56
8,Nou Barris,51,Verdun,15325.22
8,Nou Barris,52,La Prosperitat,15615.87
8,Nou Barris,52,La Prosperitat,16656.16
8,Nou Barris,52,La Prosperitat,14890.14
8,Nou Barris,52,La Prosperitat,16065.41
8,Nou Barris,52,La Prosperitat,15682.13
8,Nou Barris,52,La Prosperitat,16206.13
8,Nou Barris,52,La Prosperitat,15543.4
8,Nou Barris,52,La Prosperitat,16641.06
8,Nou Barris,52,La Prosperitat,16155.12
8,Nou Barris,52,La Prosperitat,16904.22
8,Nou Barris,52,La Prosperitat,15996.06
8,Nou Barris,52,La Prosperitat,16881.01
8,Nou Barris,52,La Prosperitat,19570.57
8,Nou Barris,52,La Prosperitat,16254.18
8,Nou Barris,52,La Prosperitat,15610.06
8,Nou Barris,52,La Prosperitat,14961.95
8,Nou Barris,52,La Prosperitat,15513.06
8,Nou Barris,52,La Prosperitat,15857.7
8,Nou Barris,52,La Prosperitat,16451.3
8,Nou Barris,52,La Prosperitat,13487.11
8,Nou Barris,53,La Trinitat Nova,11643.77
8,Nou Barris,53,La Trinitat Nova,13136.78
8,Nou Barris,53,La Trinitat Nova,13200.64
8,Nou Barris,53,La Trinitat Nova,12329.62
8,Nou Barris,53,La Trinitat Nova,13341.67
8,Nou Barris,54,Torre Baró,12560.64
8,Nou Barris,54,Torre Baró,11705.27
8,Nou Barris,55,Ciutat Meridiana,9754.81
8,Nou Barris,55,Ciutat Meridiana,10808.88
8,Nou Barris,55,Ciutat Meridiana,10930.87
8,Nou Barris,55,Ciutat Meridiana,11042.85
8,Nou Barris,55,Ciutat Meridiana,11641.12
8,Nou Barris,55,Ciutat Meridiana,11461.92
8,Nou Barris,56,Vallbona,12636.95
8,Nou Barris,48,La Guineueta,20394.17
9,Sant Andreu,57,La Trinitat Vella,10242.46
9,Sant Andreu,57,La Trinitat Vella,11885.26
9,Sant Andreu,57,La Trinitat Vella,11849.72
9,Sant Andreu,57,La Trinitat Vella,12796.8
9,Sant Andreu,57,La Trinitat Vella,16648.42
9,Sant Andreu,58,Baró De Viver,13168.66
9,Sant Andreu,58,Baró De Viver,11917.29
9,Sant Andreu,59,El Bon Pastor,25076.63
9,Sant Andreu,59,El Bon Pastor,18537.25
9,Sant Andreu,59,El Bon Pastor,16094.93
9,Sant Andreu,59,El Bon Pastor,13646.83
9,Sant Andreu,59,El Bon Pastor,11827.97
9,Sant Andreu,59,El Bon Pastor,13844.15
9,Sant Andreu,59,El Bon Pastor,13719.56
9,Sant Andreu,60,Sant Andreu,20541.2
9,Sant Andreu,60,Sant Andreu,20564.37
9,Sant Andreu,60,Sant Andreu,20593.96
9,Sant Andreu,60,Sant Andreu,22284.13
9,Sant Andreu,60,Sant Andreu,21929.76
9,Sant Andreu,60,Sant Andreu,22326.58
9,Sant Andreu,60,Sant Andreu,23043.79
9,Sant Andreu,60,Sant Andreu,22765.63
9,Sant Andreu,60,Sant Andreu,21756.02
9,Sant Andreu,60,Sant Andreu,22833.31
9,Sant Andreu,60,Sant Andreu,22876.87
9,Sant Andreu,60,Sant Andreu,22391.67
9,Sant Andreu,60,Sant Andreu,24938.3
9,Sant Andreu,60,Sant Andreu,19916.13
9,Sant Andreu,60,Sant Andreu,22874.31
9,Sant Andreu,60,Sant Andreu,22800.25
9,Sant Andreu,60,Sant Andreu,17337.29
9,Sant Andreu,60,Sant Andreu,20061.98
9,Sant Andreu,60,Sant Andreu,17815.14
9,Sant Andreu,60,Sant Andreu,19895.87
9,Sant Andreu,60,Sant Andreu,21400.8
9,Sant Andreu,60,Sant Andreu,17072.49
9,Sant Andreu,60,Sant Andreu,22155.22
9,Sant Andreu,60,Sant Andreu,21218.84
9,Sant Andreu,60,Sant Andreu,22742.3
9,Sant Andreu,60,Sant Andreu,20242.53
9,Sant Andreu,60,Sant Andreu,23265.41
9,Sant Andreu,60,Sant Andreu,19529.0
9,Sant Andreu,60,Sant Andreu,21483.31
9,Sant Andreu,60,Sant Andreu,21798.98
9,Sant Andreu,60,Sant Andreu,23096.91
9,Sant Andreu,60,Sant Andreu,23050.52
9,Sant Andreu,60,Sant Andreu,20754.53
9,Sant Andreu,60,Sant Andreu,19471.71
9,Sant Andreu,60,Sant Andreu,22428.8
9,Sant Andreu,60,Sant Andreu,22243.85
9,Sant Andreu,60,Sant Andreu,20973.8
9,Sant Andreu,60,Sant Andreu,22864.99
9,Sant Andreu,60,Sant Andreu,22266.47
9,Sant Andreu,61,La Sagrera,16820.72
9,Sant Andreu,61,La Sagrera,20889.65
9,Sant Andreu,61,La Sagrera,18432.68
9,Sant Andreu,61,La Sagrera,21329.01
9,Sant Andreu,61,La Sagrera,20217.22
9,Sant Andreu,61,La Sagrera,19857.07
9,Sant Andreu,61,La Sagrera,23335.92
9,Sant Andreu,61,La Sagrera,21022.11
9,Sant Andreu,61,La Sagrera,23131.03
9,Sant Andreu,61,La Sagrera,21467.02
9,Sant Andreu,61,La Sagrera,19235.44
9,Sant Andreu,61,La Sagrera,22391.17
9,Sant Andreu,61,La Sagrera,18331.69
9,Sant Andreu,61,La Sagrera,21253.57
9,Sant Andreu,61,La Sagrera,20127.15
9,Sant Andreu,61,La Sagrera,15090.42
9,Sant Andreu,61,La Sagrera,18334.29
9,Sant Andreu,61,La Sagrera,16358.53
9,Sant Andreu,61,La Sagrera,20988.73
9,Sant Andreu,62,El Congrés I Els Indians,19201.9
9,Sant Andreu,62,El Congrés I Els Indians,18883.34
9,Sant Andreu,62,El Congrés I Els Indians,19149.37
9,Sant Andreu,62,El Congrés I Els Indians,20181.83
9,Sant Andreu,62,El Congrés I Els Indians,19841.0
9,Sant Andreu,62,El Congrés I Els Indians,21333.84
9,Sant Andreu,62,El Congrés I Els Indians,20181.83
9,Sant Andreu,62,El Congrés I Els Indians,20239.75
9,Sant Andreu,62,El Congrés I Els Indians,20634.65
9,Sant Andreu,63,Navas,20882.88
9,Sant Andreu,63,Navas,22304.05
9,Sant Andreu,63,Navas,20789.87
9,Sant Andreu,63,Navas,20196.32
9,Sant Andreu,63,Navas,21222.92
9,Sant Andreu,63,Navas,18406.05
9,Sant Andreu,63,Navas,19173.53
9,Sant Andreu,63,Navas,18861.94
9,Sant Andreu,63,Navas,20289.43
9,Sant Andreu,63,Navas,20656.6
9,Sant Andreu,63,Navas,20339.32
9,Sant Andreu,63,Navas,20830.62
9,Sant Andreu,63,Navas,20950.04
9,Sant Andreu,61,La Sagrera,18693.04
10,Sant Martí,64,El Camp De L'Arpa Del Clot,18680.16
10,Sant Martí,64,El Camp De L'Arpa Del Clot,20058.57
10,Sant Martí,64,El Camp De L'Arpa Del Clot,20067.62
10,Sant Martí,64,El Camp De L'Arpa Del Clot,20433.84
10,Sant Martí,64,El Camp De L'Arpa Del Clot,20774.65
10,Sant Martí,64,El Camp De L'Arpa Del Clot,22193.12
10,Sant Martí,64,El Camp De L'Arpa Del Clot,26931.88
10,Sant Martí,64,El Camp De L'Arpa Del Clot,21196.18
10,Sant Martí,64,El Camp De L'Arpa Del Clot,21748.68
10,Sant Martí,64,El Camp De L'Arpa Del Clot,20102.82
10,Sant Martí,64,El Camp De L'Arpa Del Clot,22862.0
10,Sant Martí,64,El Camp De L'Arpa Del Clot,22395.79
10,Sant Martí,64,El Camp De L'Arpa Del Clot,20770.9
10,Sant Martí,64,El Camp De L'Arpa Del Clot,19650.22
10,Sant Martí,64,El Camp De L'Arpa Del Clot,20582.97
10,Sant Martí,64,El Camp De L'Arpa Del Clot,22257.86
10,Sant Martí,64,El Camp De L'Arpa Del Clot,20686.08
10,Sant Martí,64,El Camp De L'Arpa Del Clot,20454.03
10,Sant Martí,64,El Camp De L'Arpa Del Clot,21159.45
10,Sant Martí,64,El Camp De L'Arpa Del Clot,18751.98
10,Sant Martí,64,El Camp De L'Arpa Del Clot,19329.03
10,Sant Martí,64,El Camp De L'Arpa Del Clot,20722.52
10,Sant Martí,64,El Camp De L'Arpa Del Clot,19394.35
10,Sant Martí,64,El Camp De L'Arpa Del Clot,21682.1
10,Sant Martí,64,El Camp De L'Arpa Del Clot,19741.09
10,Sant Martí,65,El Clot,21933.69
10,Sant Martí,65,El Clot,21733.95
10,Sant Martí,65,El Clot,20504.72
10,Sant Martí,65,El Clot,19379.78
10,Sant Martí,65,El Clot,20287.49
10,Sant Martí,65,El Clot,20967.86
10,Sant Martí,65,El Clot,21534.6
10,Sant Martí,65,El Clot,24079.78
10,Sant Martí,65,El Clot,19733.71
10,Sant Martí,65,El Clot,23056.97
10,Sant Martí,65,El Clot,24034.98
10,Sant Martí,65,El Clot,15855.63
10,Sant Martí,65,El Clot,23546.25
10,Sant Martí,65,El Clot,19544.97
10,Sant Martí,65,El Clot,20104.8
10,Sant Martí,65,El Clot,21031.73
10,Sant Martí,66,El Parc I La Llacuna Del Poblenou,19136.18
10,Sant Martí,66,El Parc I La Llacuna Del Poblenou,19147.26
10,Sant Martí,66,El Parc I La Llacuna Del Poblenou,21708.17
10,Sant Martí,66,El Parc I La Llacuna Del Poblenou,23319.13
10,Sant Martí,66,El Parc I La Llacuna Del Poblenou,23486.37
10,Sant Martí,66,El Parc I La Llacuna Del Poblenou,22790.69
10,Sant Martí,66,El Parc I La Llacuna Del Poblenou,23885.47
10,Sant Martí,66,El Parc I La Llacuna Del Poblenou,22249.49
10,Sant Martí,66,El Parc I La Llacuna Del Poblenou,23114.31
10,Sant Martí,67,La Vila Olímpica Del Poblenou,23725.43
10,Sant Martí,67,La Vila Olímpica Del Poblenou,30151.24
10,Sant Martí,67,La Vila Olímpica Del Poblenou,34171.95
10,Sant Martí,67,La Vila Olímpica Del Poblenou,28913.33
10,Sant Martí,67,La Vila Olímpica Del Poblenou,31922.04
10,Sant Martí,68,El Poblenou,17267.56
10,Sant Martí,68,El Poblenou,20462.18
10,Sant Martí,68,El Poblenou,19963.69
10,Sant Martí,68,El Poblenou,22882.24
10,Sant Martí,68,El Poblenou,20480.11
10,Sant Martí,68,El Poblenou,23015.08
10,Sant Martí,68,El Poblenou,22374.49
10,Sant Martí,68,El Poblenou,22068.44
10,Sant Martí,68,El Poblenou,23365.98
10,Sant Martí,68,El Poblenou,23720.54
10,Sant Martí,68,El Poblenou,22914.57
10,Sant Martí,68,El Poblenou,29049.53
10,Sant Martí,68,El Poblenou,25036.86
10,Sant Martí,68,El Poblenou,25526.36
10,Sant Martí,68,El Poblenou,21295.97
10,Sant Martí,68,El Poblenou,24097.86
10,Sant Martí,68,El Poblenou,21600.93
10,Sant Martí,68,El Poblenou,19781.55
10,Sant Martí,68,El Poblenou,20627.94
10,Sant Martí,68,El Poblenou,20227.58
10,Sant Martí,69,Diagonal Mar I El Front Marítim Del Poblenou,24840.41
10,Sant Martí,69,Diagonal Mar I El Front Marítim Del Poblenou,26367.35
10,Sant Martí,69,Diagonal Mar I El Front Marítim Del Poblenou,27028.88
10,Sant Martí,69,Diagonal Mar I El Front Marítim Del Poblenou,23188.86
10,Sant Martí,69,Diagonal Mar I El Front Marítim Del Poblenou,28782.92
10,Sant Martí,70,El Besòs I El Maresme,16071.49
10,Sant Martí,70,El Besòs I El Maresme,9407.9
10,Sant Martí,70,El Besòs I El Maresme,8503.23
10,Sant Martí,70,El Besòs I El Maresme,11971.94
10,Sant Martí,70,El Besòs I El Maresme,10733.12
10,Sant Martí,70,El Besòs I El Maresme,12626.71
10,Sant Martí,70,El Besòs I El Maresme,12794.37
10,Sant Martí,70,El Besòs I El Maresme,17436.39
10,Sant Martí,70,El Besòs I El Maresme,12899.39
10,Sant Martí,70,El Besòs I El Maresme,14643.25
10,Sant Martí,70,El Besòs I El Maresme,16426.98
10,Sant Martí,70,El Besòs I El Maresme,18920.76
10,Sant Martí,70,El Besòs I El Maresme,20263.61
10,Sant Martí,71,Provençals Del Poblenou,22223.78
10,Sant Martí,71,Provençals Del Poblenou,17905.84
10,Sant Martí,71,Provençals Del Poblenou,23289.93
10,Sant Martí,71,Provençals Del Poblenou,23475.81
10,Sant Martí,71,Provençals Del Poblenou,21958.34
10,Sant Martí,71,Provençals Del Poblenou,14795.48
10,Sant Martí,71,Provençals Del Poblenou,17646.86
10,Sant Martí,71,Provençals Del Poblenou,17330.55
10,Sant Martí,71,Provençals Del Poblenou,17268.2
10,Sant Martí,71,Provençals Del Poblenou,19019.66
10,Sant Martí,71,Provençals Del Poblenou,22493.64
10,Sant Martí,72,Sant Martí De Provençals,20255.48
10,Sant Martí,72,Sant Martí De Provençals,18942.93
10,Sant Martí,72,Sant Martí De Provençals,23811.29
10,Sant Martí,72,Sant Martí De Provençals,18996.6
10,Sant Martí,72,Sant Martí De Provençals,17572.62
10,Sant Martí,72,Sant Martí De Provençals,17626.6
10,Sant Martí,72,Sant Martí De Provençals,18073.52
10,Sant Martí,72,Sant Martí De Provençals,22212.77
10,Sant Martí,72,Sant Martí De Provençals,18153.69
10,Sant Martí,72,Sant Martí De Provençals,15745.68
10,Sant Martí,72,Sant Martí De Provençals,16977.62
10,Sant Martí,72,Sant Martí De Provençals,16292.58
10,Sant Martí,72,Sant Martí De Provençals,17679.78
10,Sant Martí,72,Sant Martí De Provençals,22426.26
10,Sant Martí,72,Sant Martí De Provençals,16351.52
10,Sant Martí,72,Sant Martí De Provençals,17528.96
10,Sant Martí,72,Sant Martí De Provençals,16873.38
10,Sant Martí,72,Sant Martí De Provençals,20944.64
10,Sant Martí,73,La Verneda I La Pau,18706.27
10,Sant Martí,73,La Verneda I La Pau,19469.61
10,Sant Martí,73,La Verneda I La Pau,17476.94
10,Sant Martí,73,La Verneda I La Pau,18774.7
10,Sant Martí,73,La Verneda I La Pau,20224.23
10,Sant Martí,73,La Verneda I La Pau,20031.76
10,Sant Martí,73,La Verneda I La Pau,20139.94
10,Sant Martí,73,La Verneda I La Pau,19057.14
10,Sant Martí,73,La Verneda I La Pau,22313.94
10,Sant Martí,73,La Verneda I La Pau,17098.28
10,Sant Martí,73,La Verneda I La Pau,15894.83
10,Sant Martí,73,La Verneda I La Pau,16558.88
10,Sant Martí,73,La Verneda I La Pau,16975.01
10,Sant Martí,73,La Verneda I La Pau,16856.55
10,Sant Martí,73,La Verneda I La Pau,15186.96
10,Sant Martí,73,La Verneda I La Pau,13573.75
10,Sant Martí,73,La Verneda I La Pau,14401.48
10,Sant Martí,73,La Verneda I La Pau,14616.58
10,Sant Martí,73,La Verneda I La Pau,15144.69
10,Sant Martí,73,La Verneda I La Pau,14154.76
10,Sant Martí,73,La Verneda I La Pau,15817.99
10,Sant Martí,65,El Clot,20005.69
10,Sant Martí,69,Diagonal Mar I El Front Marítim Del Poblenou,17919.77
10,Sant Martí,69,Diagonal Mar I El Front Marítim Del Poblenou,18438.63
10,Sant Martí,71,Provençals Del Poblenou,16921.68
